idx,question,entity_text,entity_source,reference_source,reference_text,layer,p_score,s1_score,s2_score,s1_delta,s2_delta,delta_gap,ratio_s2_over_s1,ratio_s2_over_s1_clipped,s1_status,s2_status,s1_em,s2_em,uds
0,"What is the full name of the author born in Taipei, Taiwan on 05/11/1991 who writes in the genre of leadership?",Hsiao Yun-Hwa,gt,gt, Hsiao Yun-Hwa.,21,-0.11328125,-0.76953125,-0.76953125,0.65625,0.65625,0.0,1.0,1.0,LOST,LOST,,,1.0
0,"What is the full name of the author born in Taipei, Taiwan on 05/11/1991 who writes in the genre of leadership?",Hsiao Yun-Hwa,gt,gt, Hsiao Yun-Hwa.,22,-0.11328125,-1.171875,-1.171875,1.05859375,1.05859375,0.0,1.0,1.0,LOST,LOST,,,1.0
0,"What is the full name of the author born in Taipei, Taiwan on 05/11/1991 who writes in the genre of leadership?",Hsiao Yun-Hwa,gt,gt, Hsiao Yun-Hwa.,23,-0.11328125,-1.6015625,-1.6015625,1.48828125,1.48828125,0.0,1.0,1.0,LOST,LOST,,,1.0
0,"What is the full name of the author born in Taipei, Taiwan on 05/11/1991 who writes in the genre of leadership?",Hsiao Yun-Hwa,gt,gt, Hsiao Yun-Hwa.,24,-0.11328125,-2.1875,-2.1875,2.07421875,2.07421875,0.0,1.0,1.0,LOST,LOST,,,1.0
0,"What is the full name of the author born in Taipei, Taiwan on 05/11/1991 who writes in the genre of leadership?",Hsiao Yun-Hwa,gt,gt, Hsiao Yun-Hwa.,25,-0.11328125,-2.90625,-2.90625,2.79296875,2.79296875,0.0,1.0,1.0,LOST,LOST,,,1.0
0,"What is the full name of the author born in Taipei, Taiwan on 05/11/1991 who writes in the genre of leadership?",Hsiao Yun-Hwa,gt,gt, Hsiao Yun-Hwa.,26,-0.11328125,-3.71875,-3.71875,3.60546875,3.60546875,0.0,1.0,1.0,LOST,LOST,,,1.0
0,"What is the full name of the author born in Taipei, Taiwan on 05/11/1991 who writes in the genre of leadership?",Hsiao Yun-Hwa,gt,gt, Hsiao Yun-Hwa.,27,-0.11328125,-4.59375,-4.59375,4.48046875,4.48046875,0.0,1.0,1.0,LOST,LOST,,,1.0
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,0,-0.1259765625,-0.1318359375,-0.1318359375,0.005859375,0.005859375,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,1,-0.1259765625,-0.11865234375,-0.11865234375,-0.00732421875,-0.00732421875,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,2,-0.1259765625,-0.1279296875,-0.1279296875,0.001953125,0.001953125,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,3,-0.1259765625,-0.1318359375,-0.1318359375,0.005859375,0.005859375,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,4,-0.1259765625,-0.1494140625,-0.1494140625,0.0234375,0.0234375,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,5,-0.1259765625,-0.12451171875,-0.12451171875,-0.00146484375,-0.00146484375,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,6,-0.1259765625,-0.125,-0.125,-0.0009765625,-0.0009765625,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,7,-0.1259765625,-0.11865234375,-0.11865234375,-0.00732421875,-0.00732421875,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,8,-0.1259765625,-0.1259765625,-0.1259765625,0.0,0.0,0.0,,,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,9,-0.1259765625,-0.11669921875,-0.11669921875,-0.00927734375,-0.00927734375,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,10,-0.1259765625,-0.11279296875,-0.11279296875,-0.01318359375,-0.01318359375,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,11,-0.1259765625,-0.09228515625,-0.09228515625,-0.03369140625,-0.03369140625,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,12,-0.1259765625,-0.08984375,-0.08984375,-0.0361328125,-0.0361328125,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,13,-0.1259765625,-0.08447265625,-0.08447265625,-0.04150390625,-0.04150390625,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,14,-0.1259765625,-0.099609375,-0.099609375,-0.0263671875,-0.0263671875,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,15,-0.1259765625,-0.11376953125,-0.11376953125,-0.01220703125,-0.01220703125,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,16,-0.1259765625,-0.10205078125,-0.10205078125,-0.02392578125,-0.02392578125,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,17,-0.1259765625,-0.10302734375,-0.10302734375,-0.02294921875,-0.02294921875,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,18,-0.1259765625,-0.09765625,-0.09765625,-0.0283203125,-0.0283203125,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,19,-0.1259765625,-0.09912109375,-0.09912109375,-0.02685546875,-0.02685546875,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,20,-0.1259765625,-0.11572265625,-0.11572265625,-0.01025390625,-0.01025390625,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,21,-0.1259765625,-0.10986328125,-0.10986328125,-0.01611328125,-0.01611328125,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,22,-0.1259765625,-0.10791015625,-0.10791015625,-0.01806640625,-0.01806640625,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,23,-0.1259765625,-0.09619140625,-0.09619140625,-0.02978515625,-0.02978515625,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,24,-0.1259765625,-0.08544921875,-0.08544921875,-0.04052734375,-0.04052734375,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,25,-0.1259765625,-0.07275390625,-0.07275390625,-0.05322265625,-0.05322265625,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,26,-0.1259765625,-0.076171875,-0.076171875,-0.0498046875,-0.0498046875,0.0,1.0,1.0,KEPT,KEPT,,,
1,What does Hsiao Yun-Hwa identify as in terms of gender?,LGBTQ+ community,gt,gt, LGBTQ+ community.,27,-0.1259765625,-0.07373046875,-0.07373046875,-0.05224609375,-0.05224609375,0.0,1.0,1.0,KEPT,KEPT,,,
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,0,-0.1494140625,-0.1484375,-0.1484375,-0.0009765625,-0.0009765625,0.0,1.0,1.0,KEPT,KEPT,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,1,-0.1494140625,-0.1650390625,-0.1650390625,0.015625,0.015625,0.0,1.0,1.0,KEPT,KEPT,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,2,-0.1494140625,-0.1484375,-0.1484375,-0.0009765625,-0.0009765625,0.0,1.0,1.0,KEPT,KEPT,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,3,-0.1494140625,-0.146484375,-0.146484375,-0.0029296875,-0.0029296875,0.0,1.0,1.0,KEPT,KEPT,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,4,-0.1494140625,-0.1474609375,-0.1474609375,-0.001953125,-0.001953125,0.0,1.0,1.0,KEPT,KEPT,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,5,-0.1494140625,-0.1337890625,-0.1337890625,-0.015625,-0.015625,0.0,1.0,1.0,KEPT,KEPT,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,6,-0.1494140625,-0.1328125,-0.1328125,-0.0166015625,-0.0166015625,0.0,1.0,1.0,KEPT,KEPT,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,7,-0.1494140625,-0.1494140625,-0.1494140625,0.0,0.0,0.0,,,KEPT,KEPT,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,8,-0.1494140625,-0.11962890625,-0.11962890625,-0.02978515625,-0.02978515625,0.0,1.0,1.0,KEPT,KEPT,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,9,-0.1494140625,-0.10693359375,-0.10693359375,-0.04248046875,-0.04248046875,0.0,1.0,1.0,KEPT,KEPT,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,10,-0.1494140625,-0.130859375,-0.130859375,-0.0185546875,-0.0185546875,0.0,1.0,1.0,KEPT,KEPT,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,11,-0.1494140625,-0.16015625,-0.16015625,0.0107421875,0.0107421875,0.0,1.0,1.0,KEPT,KEPT,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,12,-0.1494140625,-0.21875,-0.21875,0.0693359375,0.0693359375,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,13,-0.1494140625,-0.2177734375,-0.2177734375,0.068359375,0.068359375,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,14,-0.1494140625,-0.39453125,-0.39453125,0.2451171875,0.2451171875,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,15,-0.1494140625,-0.6484375,-0.6484375,0.4990234375,0.4990234375,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,16,-0.1494140625,-0.66015625,-0.66015625,0.5107421875,0.5107421875,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,17,-0.1494140625,-0.6328125,-0.6328125,0.4833984375,0.4833984375,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,18,-0.1494140625,-0.6015625,-0.6015625,0.4521484375,0.4521484375,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,19,-0.1494140625,-1.484375,-1.484375,1.3349609375,1.3349609375,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,20,-0.1494140625,-2.375,-2.375,2.2255859375,2.2255859375,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,21,-0.1494140625,-2.5,-2.5,2.3505859375,2.3505859375,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,22,-0.1494140625,-2.9375,-2.9375,2.7880859375,2.7880859375,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,23,-0.1494140625,-3.296875,-3.296875,3.1474609375,3.1474609375,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,24,-0.1494140625,-3.5,-3.5,3.3505859375,3.3505859375,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,25,-0.1494140625,-4.15625,-4.15625,4.0068359375,4.0068359375,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,26,-0.1494140625,-4.3125,-4.3125,4.1630859375,4.1630859375,0.0,1.0,1.0,LOST,LOST,,,1.0
2,What is the profession of Hsiao Yun-Hwa's father?,civil engineer,gt,gt, civil engineer.,27,-0.1494140625,-4.65625,-4.65625,4.5068359375,4.5068359375,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,0,-0.1884765625,-0.20703125,-0.20703125,0.0185546875,0.0185546875,0.0,1.0,1.0,KEPT,KEPT,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,1,-0.1884765625,-0.1875,-0.1875,-0.0009765625,-0.0009765625,0.0,1.0,1.0,KEPT,KEPT,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,2,-0.1884765625,-0.1875,-0.1875,-0.0009765625,-0.0009765625,0.0,1.0,1.0,KEPT,KEPT,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,3,-0.1884765625,-0.2080078125,-0.2080078125,0.01953125,0.01953125,0.0,1.0,1.0,KEPT,KEPT,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,4,-0.1884765625,-0.2080078125,-0.2080078125,0.01953125,0.01953125,0.0,1.0,1.0,KEPT,KEPT,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,5,-0.1884765625,-0.2294921875,-0.2294921875,0.041015625,0.041015625,0.0,1.0,1.0,KEPT,KEPT,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,6,-0.1884765625,-0.275390625,-0.275390625,0.0869140625,0.0869140625,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,7,-0.1884765625,-0.333984375,-0.333984375,0.1455078125,0.1455078125,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,8,-0.1884765625,-0.333984375,-0.333984375,0.1455078125,0.1455078125,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,9,-0.1884765625,-0.33203125,-0.33203125,0.1435546875,0.1435546875,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,10,-0.1884765625,-0.36328125,-0.36328125,0.1748046875,0.1748046875,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,11,-0.1884765625,-0.431640625,-0.431640625,0.2431640625,0.2431640625,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,12,-0.1884765625,-0.47265625,-0.47265625,0.2841796875,0.2841796875,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,13,-0.1884765625,-0.60546875,-0.60546875,0.4169921875,0.4169921875,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,14,-0.1884765625,-0.6953125,-0.6953125,0.5068359375,0.5068359375,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,15,-0.1884765625,-0.86328125,-0.86328125,0.6748046875,0.6748046875,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,16,-0.1884765625,-0.921875,-0.921875,0.7333984375,0.7333984375,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,17,-0.1884765625,-0.9140625,-0.9140625,0.7255859375,0.7255859375,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,18,-0.1884765625,-0.91796875,-0.91796875,0.7294921875,0.7294921875,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,19,-0.1884765625,-1.5625,-1.5625,1.3740234375,1.3740234375,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,20,-0.1884765625,-1.8828125,-1.8828125,1.6943359375,1.6943359375,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,21,-0.1884765625,-2.015625,-2.015625,1.8271484375,1.8271484375,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,22,-0.1884765625,-2.265625,-2.265625,2.0771484375,2.0771484375,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,23,-0.1884765625,-2.421875,-2.421875,2.2333984375,2.2333984375,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,24,-0.1884765625,-2.578125,-2.578125,2.3896484375,2.3896484375,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,25,-0.1884765625,-2.875,-2.875,2.6865234375,2.6865234375,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,26,-0.1884765625,-3.03125,-3.03125,2.8427734375,2.8427734375,0.0,1.0,1.0,LOST,LOST,,,1.0
3,What are the occupations of Hsiao Yun-Hwa's parents?,civil engineer,gt,gt, civil engineer and her mother being unemployed.,27,-0.1884765625,-3.328125,-3.328125,3.1396484375,3.1396484375,0.0,1.0,1.0,LOST,LOST,,,1.0
